,series_name,description,country,raw_category_name,director_name,actor_name
611,"Kỷ Băng Hà 2: Băng Tan, Ice Age: The Meltdown","kỷ băng hà 2 : băng tan , ice age : the meltdown bộ ba quen thuộc trong kỷ băng hà đã trở lại gồm voi ma mút manny ( ray romano lồng tiếng ) , chú lười lắm mồm sid ( john leguizamo ) và hổ răng kiếm diego ( denis leary ) . bối cảnh giờ đây đã thay đổi , kỷ băng hà chuẩn bị trôi qua , nhiệt độ trái đất tăng dần lên còn các khối băng bắt đầu tan chảy . các sinh vật sống trong thung lũng lo sợ tuyệt chủng khi thảm họa xảy ra , chúng hướng về chiếc thuyền lớn được đồn là sẽ cứu sống muôn loài nếu có lụt lội . trên đường di cư kiếm tìm sự sống , ba người bạn của chúng ta gặp gỡ một bộ ba khác , đó là hai chú chuột crash ( seann william scott ) với eddie ( josh peck ) và một cô nàng ma mút tự coi mình là một chú chuột bé nhỏ ellie ( queen latifah ) .",mỹ,"['hài hước', 'hoạt hình', 'gia đình']",unknow,['denis leary' 'john leguizamo' 'ray romano']
612,"Kỷ Băng Hà, Ice Age","kỷ băng hà , ice age giữa thời điểm sắp chuyển sang chuyển sang kỷ băng giá , mọi con vật đều đi kiếm nơi ấm áp để sống . manny , sid , diego phải theo bước chân con người để đưa 1 cậu bé bị lạc trở về với gia đình ... nhưng diego lại có một âm mưu khác để bắt chú bé đi vì diego là 1 chú cọp nhận nhiệm vụ bắt sống đứa bé về cho soto ... nhưng suốt quá trình trải qua những khó khăn cùng nhau 3 người bạn đã có được những tình cảm thật thân thiết để rồi cùng nhau chống lại đàn cọp gian ác .",mỹ,"['gia đình', 'hoạt hình', 'hài hước']",chris wedge,['denis leary' 'john leguizamo' 'ray romano']
613,"Kỷ Băng Hà: Trời Sập, Ice Age: Collision Course","kỷ băng hà : trời sập , ice age : collision course trong bộ phim thứ năm của loạt phim ice age , cuộc theo đuổi hạt sồi “ bá đạo ” bất ngờ khiến scrat bị du thuyền đưa vào vũ trụ . tại đây , scrat vô tình gây ra một loạt các sự kiện vũ trụ chẳng khác nào vụ nổ big bang . những sự biến đổi đó đe dọa tới thế giới kỷ băng hà . để tự cứu mình , sid , manny , diego và những sinh vật khác phải rời khỏi nhà của họ , tham gia vào một cuộc tìm kiếm hài hước . họ lao vào cuộc hành trình đến những vùng đất mới lạ và gặp phải một loạt các nhân vật mới đầy màu sắc . tất cả bắt đầu từ một quả sồi .",mỹ,"['hài hước', 'gia đình', 'hoạt hình']",michael thurmeier,['denis leary' 'john leguizamo' 'ray romano']
614,"Kẻ Cắp Mặt Trăng 2, Despicable Me 2","kẻ cắp mặt trăng 2 , despicable me 2 trong despicable me 2 , nhân vật gru rũ bỏ quá khứ là một tên trộm tinh quái để toàn tâm nuôi dạy 3 cô con gái là margo , edith và agnes . thế nhưng ngay khi gru quyết định lui về với gia đình và trở thành một người cha mẫu mực thì một tổ chức bí mật với quy mô toàn cầu đến gõ cửa . gru cùng với cộng sự mới của anh -- lucy cùng bắt tay tham gia vào cuộc truy tìm xem ai là kẻ đứng sau chuỗi những phi vụ âm mưu đình đám đang diễn ra . và thế là , quái kiệt gru một thời lại trở lại với thế giới để khẳng định vị trí bất khả chiến bại của mình .",mỹ,"['hài hước', 'hoạt hình', 'gia đình']",chris renaud,['kristen wiig' 'other' 'steve carell']
615,"Kẻ Cắp Mặt Trăng, Despicable Me","kẻ cắp mặt trăng , despicable me phim về gru-một tên tội phạm khét tiếng và đám tay chân robot tí hon chuyên đi đánh cắp những biểu tượng nổi tiếng của thế giới . thế nhưng tiếng xấu của gru bị suy giảm bởi vector - tên trộm trẻ tuổi đã đánh cắp kim tự tháp ai cập . bởi vậy để lấy lại danh tiếng của mình , gru đã nghĩ đến một kế hoạch có một không hai : đánh cắp mặt trăng .",mỹ,"['hoạt hình', 'hài hước', 'gia đình']",chris renaud,['jason segel' 'other' 'steve carell']
616,"Quỷ Lùn Tinh Nghịch, Trolls","quỷ lùn tinh nghịch , trolls được dựa trên dòng đồ chơi nổi tiếng của thomas dam , xoay quanh chuyến phiêu lưu đầy hài hước của công chúa poppy yêu đời và chàng branch cáu kỉnh . đồng thời , với màu sắc rực rỡ , âm thanh rộn ràng , phim sẽ đưa khán giả vào bữa tiệc âm nhạc hoành tráng .",mỹ,"['phiêu lưu', 'hài hước']","walt dohrn , mike mitchell",['anna kendrick' 'other' 'zooey deschanel']
617,"Hài Đỏ Và Bảy Chú Lùn, Red Shoes And The Seven Dwarfs","hài đỏ và bảy chú lùn , red shoes and the seven dwarfs vì một nhầm lẫn tai hại mà bảy chàng hoàng tử điển trai bị phù phép thành bảy chú lùn xấu xí . chỉ có cô gái mang hài đỏ xinh đẹp nhất trần đời mới có thể hóa giải lời nguyền cho họ . nhưng phá lời nguyền chưa bao giờ là chuyện dễ dàng . hài đỏ và bảy chú lùn , hài đỏ và bảy chú lùn , phim hoạt hình hài đỏ và bảy chú lùn , hoạt hình hài đỏ và bảy chú lùn , hài đỏ và bảy chú lùn hoạt hình , hài đỏ và bảy chú lùn vietsub , hài đỏ và bảy chú lùn thuyết minh , hoạt hình hàn quốc hay nhất , top phim hoạt hình hàn quốc , hoạt hình hàn quốc , hoạt hình hàn quốc hài đỏ và bảy chú lùn , phim thiếu nhi hay nhất , phim thiếu nhi hàn quốc , red shoes and 7 dwarfs , red shoes and 7 dwarfs , red shoes and 7 dwarfs vietsub , red shoes and 7 dwarfs thuyết minh , phim red shoes and 7 dwarfs , xem phim red shoes and 7 dwarfs",hàn quốc,"['hoạt hình', 'gia đình', 'phiêu lưu']","hong sung ho , jang moo hyun",['gina gershon' 'other']
618,"Biệt Đội Cánh Cụt Vùng Madagascar, Penguins Of Madagascar","biệt đội cánh cụt vùng madagascar , penguins of madagascar cùng khám phá những bí mật tuyệt vời và hài hước nhất của bốn chú chim cánh cụt - skipper , kowalski , rico và private trong thế giới tình báo . họ cùng chung sức chống lại kẻ nguy hiểm nhất từ trước đến nay - tiến sĩ octavius brine , để cứu lấy sự sống của giống loài cánh cụt trên toàn thế giới .",mỹ,"['hoạt hình', 'hài hước', 'gia đình']",eric darnell,['john malkovich' 'other']
619,"Đẳng Cấp Thú Cưng 2, The Secret Life Of Pets 2","đẳng cấp thú cưng 2 , the secret life of pets 2 cũng như bao thú cưng khác , khi đến phòng khám , max đã không giấu nổi vẻ âu lo trên khuôn mặt . đã vậy , chú chó tội nghiệp còn gặp thêm nhiều người bạn đồng loại vô cùng bất bình thường . tránh vỏ dưa lại gặp vỏ dừa , max vốn đã âu lo lại càng trở nên sợ sệt hơn với cuộc thăm khám trước mắt .",mỹ,"['hài hước', 'phiêu lưu']","chris renaud , jonathan del val",['harrison ford' 'kevin hart' 'other']
620,"Cuộc Phiêu Lưu Tới Madagascar, Madagascar","cuộc phiêu lưu tới madagascar , madagascar tại sở thú trung tâm new york , sư tử , ngựa vằn , hươu cao cổ , hà mã kết bạn với nhau . rồi đến khi một con thú bị biến mất trong chuồng , ba con khác cũng thoát ra để tìm bạn . chúng đã đi theo chiếc thuyền đến tận một hòn đảo của madagascar - châu phi . thuyền bị lật ngoài biển , tất cả các con thú bị giam cầm đã nếm trải thế nào là môi trường hoang dã .",mỹ,"['hoạt hình', 'hài hước', 'phiêu lưu']","eric darnell , tom mcgrath",['ben stiller' 'chris rock' 'other']
621,"Đấu Trường Âm Nhạc 2, Sing 2","đấu trường âm nhạc 2 , sing 2 sau khi thành công rực rỡ tại quê nhà , buster và đồng bọn tại nhà hát trăng non quyết định dấn thân vào một cuộc chinh phục âm nhạc mới hoành tráng và cam go hơn bao giờ hết . để đưa tên tuổi của nhóm vươn xa , buster cùng các bạn chuyển tới thành phố lớn và thực hiện một kế hoạch vô cùng hoàn hảo .",mỹ,"['phiêu lưu', 'hài hước']","garth jennings , christophe lourdelet",['matthew mcconaughey' 'reese witherspoon' 'scarlett johansson']
622,"Công Phu Gấu Trúc 3, Kung Fu Panda 3","công phu gấu trúc 3 , kung fu panda 3 nối tiếp hai phần ăn khách trước , phim tiếp tục đưa người xem đến với chuyến phiêu lưu đầy vui nhộn của gấu po và nhóm ngũ hiệp . họ tiếp tục chạm trán kẻ thù mới , đồng thời phải tìm cách vượt qua giới hạn của bản thân mới có thể đánh bại đối thủ . bên cạnh đó , gấu po cũng tìm được bố ruột của mình . kung fu panda 3 , kung fu panda 3 ( 2016 ) , phim kung fu panda 3 ( 2016 ) , phim hoạt hình kung fu panda 3 , hoạt hình kung fu panda 3 , xem phim kung fu panda 3 , phim kung fu panda 3 vietsub , xem phim kung fu panda 3 , phim kung fu panda 3 thuyết minh , phim hoạt hình kung fu panda 3 full hd , hoạt hình mỹ kung fu panda 3 , phim thiếu nhi kung fu panda 3 , công phu gấu trúc 3 , phim công phu gấu trúc 3 , phim hoạt hình công phu gấu trúc 3 , hoạt hình công phu gấu trúc 3 vietsub , xem phim công phu gấu trúc 3 , phim công phu gấu trúc 3 vietsub , hoạt hình công phu gấu trúc 3 , xem phim thiếu nhi công phu gấu trúc 3 , xem phim công phu gấu trúc 3 thuyết minh , phim công phu gấu trúc 3 full hd , hoạt hình công phu gấu trúc 3 full hd , hoạt hình mỹ công phu gấu trúc 3 , jack black , angelina jolie , dustin hoffman , jackie chan , seth rogen , lucy liu , david cross , bryan cranston , kate hudson , j . k . simmons , jennifer yuh nelson , alessandro carloni , hoạt hình công phu gấu trúc 3 ( 2016 )",mỹ,"['hài hước', 'gia đình', 'hành động']","jennifer yuh nelson , alessandro carloni",['bryan cranston' 'dustin hoffman' 'jack black']
623,"Na Tra: Ma Đồng Giáng Thế, Ne Zha","na tra : ma đồng giáng thế , ne zha tinh hoa đất trời hội tụ thành một viên ngọc chứa năng lượng khổng lồ được phân tách thành một viên linh châu và một viên ma hoàn . linh châu sẽ đầu thai thành anh hùng cứu thế , còn ma hoàn sẽ tạo ra ma vương tàn sát thiên hạ . là người đầu thai từ ma hoàn , liệu na tra có đủ sức để thay đổi thiên mệnh ?",trung quốc,"['hành động', 'hoạt hình', 'phiêu lưu']",giảo tử,['other']
624,"Cuộc Phiêu Lưu Của Nhà Crood, The Croods","cuộc phiêu lưu của nhà crood , the croods lấy bối cảnh thời kỳ tiền sử , nơi chỉ có gia đình crood sinh sống với nguyên tắc của người cha “ không bao giờ được rời khỏi hang động và không được tìm hiểu những điều mới lạ ” . nhưng khi hang động bị phá hủy , nhà crood buộc phải tìm kiếm một ngôi nhà mới . họ phải học cách vượt qua nỗi sợ hãi để tồn tại trong thế giới đang đổi thay .",mỹ,"['phiêu lưu', 'gia đình', 'hài hước']",chris sanders,['emma stone' 'nicolas cage' 'ryan reynolds']
625,"Những Kẻ Xấu Xa, The Bad Guys","những kẻ xấu xa , the bad guys trong quá khứ , sói , rắn , cá mập , cá hổ và nhện là những tên tội phạm khét tiếng . tuy nhiên , nhiệm vụ lần này của họ hoàn toàn khác các lần trước , một thử thách được cho là không tưởng : cải tà quy chính , trở thành công dân kiểu mẫu . hành trình trở thành người tốt đầy gay cấn mang đến nhiều tiếng cười cũng như những bài học về cuộc sống cho khán giả . the bad guys , the bad guys ( 2022 ) , phim hoạt hình the bad guys , xem phim hoạt hình the bad guys , the bad guys vietsub , xem phim the bad guys thuyết minh , phim the bad guys full hd , những kẻ xấu xa , phim hoạt hình những kẻ xấu xa , xem phim hoạt hình những kẻ xấu xa , phim hoạt hình những kẻ xấu xa lồng tiếng , phim hoạt hình những kẻ xấu xa full hd , phim thiếu nhi những kẻ xấu xa , phim hoạt hình chiếu rạp những kẻ xấu xa , xem phim hoạt hình mỹ những kẻ xấu xa , sam rockwell , awkwafina , marc maron , pierre perifel , hoạt hình chiếu rạp những kẻ xấu xa , phim hoạt hình những kẻ xấu xa ( 2022 )",mỹ,"['phiêu lưu', 'hài hước']",pierre perifel,['other' 'sam rockwell']
626,"Nhóc Trùm, The Boss Baby","nhóc trùm , the boss baby cậu bé tim vốn có cuộc sống êm đềm bỗng đối mặt với biến cố lớn : có một đứa em trai . mọi khi cậu là tâm điểm trong mắt bố mẹ , nhưng nay tim phải chấp nhận san sẻ tình yêu thương . hơn nữa , đứa em trai này luôn lắm chiêu trò , nói giọng người lớn và cư xử như một dân anh chị . rốt cuộc nhân vật bí ẩn bên trong lốt em bé là ai ? phim hoạt hình the boss baby , the boss baby , the boss baby vietsub , the boss baby thuyết minh , the boss baby full hd , nhóc trùm , hoạt hình nhóc trùm , xem phim hoạt hình nhóc trùm , , hoạt hình mỹ nhóc trùm , phim hoạt hình nhóc trùm vietsub , phim hoạt hình nhóc trùm thuyết minh , alec baldwin , steve buscemi , jimmy kimmel , tom mcgrath , hoạt hình thiếu nhi nhóc trùm , hoạt hình nhóc trùm ( 2017 )",mỹ,"['hài hước', 'gia đình', 'phiêu lưu']",tom mcgrath,['alec baldwin' 'other' 'steve buscemi']
627,"Kẻ Cắp Mặt Trăng: Minion, Minions","kẻ cắp mặt trăng : minion , minions cơn lốc màu vàng của đám sinh vật đơn bào mang tên minion đã trở lại và phá hoại hơn xưa . mặc dù luôn đau đáu tìm kiếm một ác nhân để phụng sự , nhưng chúng lại hết lần này tới lần khác khiến thủ lĩnh tinh thần mất mạng , thậm chí còn đẩy cả giống nòi vào nguy cơ tuyệt chủng .",mỹ,"['hài hước', 'phiêu lưu']","pierre coffin , kyle balda",['other']
628,"Chuyến Phiêu Lưu Của Pil, Pil's Adventures","chuyến phiêu lưu của pil , pil's adventures cô bé mồ côi tên pil lớn lên trên đường phố của roc-en-brume , sống qua ngày bằng cách trộm thức ăn từ tòa lâu đài của lãnh chúa tristian , kẻ đã chiếm đoạt ngai vàng từ tay hoàng tử roland . một lần tình cờ , pil phát hiện ra bí mật động trời rằng hoàng tử roland đã bị thần chú của tristian biến thành một loài vật có hình dạng nửa gà nửa mèo . từ đây , hành trình giải cứu vương quốc và phá bỏ lời nguyền cho hoàng tử roland của pil bắt đầu .",pháp,"['hoạt hình', 'gia đình']",julien fournet,['other']
629,"Bí Kíp Luyện Rồng 2, How To Train Your Dragon 2","bí kíp luyện rồng 2 , how to train your dragon 2 đảo berk giờ đây trở thành thiên đường đối với lũ rồng . cùng răng sún , hiccup khám phá những vùng đất mới quanh đảo để hoàn thành tấm bản đồ . rồi một nhân vật tên drago xuất hiện , mang theo những hiểm họa đe dọa tới cuộc sống của cư dân đảo . hiccup cùng những người bạn phải chiến đấu để bảo vệ những con rồng họ yêu quý .",mỹ,"['phiêu lưu', 'hành động']",dean deblois,['cate blanchett' 'gerard butler' 'other']
630,"Xì Trum: Ngôi Làng Kỳ Bí, Smurfs: The Lost Village","xì trum : ngôi làng kỳ bí , smurfs : the lost village không an phận với cuộc sống nhàm chán ở làng xì trum , tí cô nương , tí vụng về , tí đô và tí cận quyết định lên đường khám phá thế giới . biết được dự định đó , gã phù thủy độc ác gà mên - đối thủ truyền kiếp của những người bạn xì trum - rắp tâm phá đám bằng mọi giá . the lost village - xì trum : ngôi làng kỳ bí , xem phim xì trum ngôi làng kỳ bí , xem phim hoạt hình xì trum ngôi làng kỳ bí , xem phim xì trum ngôi làng kỳ bí thuyết minh , phim xì trum ngôi làng kỳ bí vietsub , phim xì trum ngôi làng kỳ bí trọn bộ",mỹ,"['phiêu lưu', 'hài hước']",kelly asbury,['other']
631,"Linh Hồn Trái Đất, Final Fantasy: The Spirits Within","linh hồn trái đất , final fantasy : the spirits within một ngôi sao băng va chạm vào hành tinh xanh mở đầu cho cuộc đổ bộ của hàng triệu sinh vật ngoài vũ trụ xuống trái đất . quân xâm lược bắt đầu tiến sát tới những thành phố rìa ngoài được xây dựng để bảo vệ những cư dân cuối cùng của trái đất . thời gian còn lại chẳng bao nhiêu , ngày tận thế càng đến gần . final fantasy : the spirits within - linh hồn trái đất , phim linh hồn trái đất , phim final fantasy linh hồn trái đất , phim hành động mỹ linh hồn trái đất , phim viễn tưởng linh hồn trái đất , phim linh hồn trái đất vietsub , phim linh hồn trái đất thuyết minh",mỹ,"['hoạt hình', 'viễn tưởng', 'hành động']",hironobu sakaguchi,['alec baldwin' 'other' 'steve buscemi']
632,"Người Nhện: Vũ Trụ Mới, Spider-Man: Into The Spider-Verse","người nhện : vũ trụ mới , spider-man : into the spider-verse trước khi qua đời , peter parker giao lại thân phận người nhện cho cậu học sinh mile morales , khiến cậu phải loay hoay tìm cách cân bằng giữa việc làm siêu anh hùng người nhện với đời sống học đường cũng như những vấn đề thường nhật . mọi chuyện càng trở nên phức tạp khi hàng loạt người nhện từ các vũ trụ khác bỗng nhiên xuất hiện .",mỹ,"['hành động', 'hoạt hình']",peter ramsey,['hailee steinfeld' 'other']
633,"Vũ Điệu Trái Tim, Leap!","vũ điệu trái tim , leap ! cô bé mồ côi félicie có mơ ước trở thành một nữ diễn viên múa ballet . rời bỏ vùng nông thôn brittany , félicie cùng cậu bạn victor đến paris hoa lệ để thực hiện ước mơ . 11 tuổi , không một chút kinh nghiệm , không một xu dính túi nhưng félicie quyết tâm đương đầu vượt qua thử thách để được trình diễn trên sân khấu grand opera .",pháp,"['hoạt hình', 'gia đình', 'hài hước']",eric summer,['elle fanning' 'other']
634,"Sadko: Đại Chiến Thủy Quái, Sadko: Underwater Adventure","sadko : đại chiến thủy quái , sadko : underwater adventure vì từ chối công chúa trong ngày kén rể mà anh chàng sadko đã bị sa hoàng buộc tội chết . trên đường chạy thoát thân , sadko kết bạn với chú vẹt biết nói jacob và cả hai lưu lạc xuống thế giới thủy cung . tại đây , sadko bị bắt giam vì tiếng đàn của anh có thể hóa giải bùa phép của mụ phù thủy bạch tuộc . để trở về nhà , sadko buộc phải đánh thức vị vua thủy tề đang ngủ say dưới tà thuật của mụ phù thủy và trả lại hòa bình cho vương quốc dưới biển .",nga,"['hoạt hình', 'gia đình']",unknow,['nan']
635,"Điều Ước Nhiệm Màu, Salma's Big Wish","điều ước nhiệm màu , salma's big wish * khởi chiếu ngày 12/8 , mời các bạn theo dõi đón xem * cô bé mồ côi salma phải sống với bà nana từ nhỏ . salma luôn ao ước được một lần làm lễ chiêu hồn trong lễ hội người chết để gặp cha mẹ , nhưng bà luôn cấm cản . cho đến một ngày , salma cùng hai người bạn , jorge và pedro , phát hiện một cuốn sách cổ có thể đưa họ đến thế giới của người chết . ở đó , cô khám phá ra thân phận thực của mình cũng như âm mưu của tay pháp sư đang muốn hãm hại thần chết để chiếm lấy quyền năng của bà .",mexico,"['phiêu lưu', 'tình cảm', 'gia đình']",carlos gutiérrez medrano,['other']
636,"Vì Yêu Mà Đấu, Combat Wombat","vì yêu mà đấu , combat wombat tại thành phố sanctuary , cô gấu túi maggie diggins tuy béo ú và hơi hiếu thắng nhưng ít ai biết , cô lại là một siêu anh hùng bảo vệ thành phố . trợ thủ của cô là chú sóc bay sweetie nhí nhảnh , đáng yêu . tất nhiên , việc làm của cô khiến cho the flightless feather , anh hùng “ cũ ” của thành phố không hài lòng . anh chàng đã lên kế hoạch phá đám maggie , nhưng cô lại phát hiện ra một âm mưu lớn có thể khiến thành phố rơi vào tình trạng nguy hiểm .",úc,"['hoạt hình', 'gia đình']",ricard cussó,['ed oxenbould' 'other']
637,"Asterix 2: Bí Kíp Luyện Thần Dược, Asterix: The Secret of the Magic Potion","asterix 2 : bí kíp luyện thần dược , asterix : the secret of the magic potion trong một lần thu thập nguyên liệu thần dược , pháp sư getafix không may bị ngã gãy chân . với sự giúp đỡ của chiến binh gô-loa nhỏ bé , asterix và người bạn mập mạp thân thiết obelix , getafix quyết định mở một cuộc truy lùng đệ tử nối nghiệp .",pháp,"['hài hước', 'gia đình', 'hoạt hình']","louis clichy , alexandre astier",['christian clavier' 'other']
638,"Siêu Xe Đại Chiến, Wheely","siêu xe đại chiến , wheely sau bi kịch sự nghiệp , wheely giã từ đường đua và trở thành tài xế lái taxi để kiếm sống qua ngày . wheely còn hứa với mẹ không bao giờ đua xe nữa . thế nhưng mọi chuyện đã đổ sông đổ bể khi wheely gặp bella - cô siêu mẫu của giới siêu xe . với trái tim đã thuộc về nàng , wheely bắt đầu tính kế quay lại đội đua .",malaysia,"['hoạt hình', 'phiêu lưu', 'hài hước', 'gia đình']",yusry abd halim,['other']
639,"Thú Cưng Siêu Quậy, Trouble","thú cưng siêu quậy , trouble chủ nhân của chú chó rắc rối là một người giàu có . sau khi bà qua đời , rắc rối phải đối đầu với người con trai của bà chủ , đây là một kẻ mưu mô tham lam đang muốn chiếm quyền thừa kế tài sản của mẹ mình .",canada,"['hoạt hình', 'hài hước', 'gia đình']",kevin johnson,['other']
640,"Đầu Gấu Bắc Cực 3: Truy Tìm Cổ Vật, Norm of the North: King Sized Adventure","đầu gấu bắc cực 3 : truy tìm cổ vật , norm of the north : king sized adventure trong lần trở lại này norm sẽ giúp người dân trung hoa tìm lại một cổ vật thời cổ đại đã bị đánh cắp bởi dexter - một nhà khảo cổ học có âm mưu xấu xa . những tình huống khó khăn nhưng cũng không kém phần hài hước sẽ mang đến cho các khán giả những tràng cười ngất ngây .",mỹ,"['hài hước', 'gia đình', 'hoạt hình']","tim maltby , richard finn",['other']
641,"Cuộc Phiêu Lưu Đến Hành Tinh Lạ, Astro Kid","cuộc phiêu lưu đến hành tinh lạ , astro kid sau một vụ tai nạn tàu vũ trụ , willy bị lạc mất gia đình . tuy vậy , với sự giúp đỡ của buck - một robot tự hành và flash - một sinh vật bản địa dễ thương , willy bắt đầu hành trình khám phá hành tinh kỳ lạ trong khi chờ nhóm giải cứu tìm thấy cậu .",mỹ,"['hoạt hình', 'phiêu lưu', 'gia đình', 'hài hước']",eric tosti,['other']
642,"Robinson Lạc Trên Hoang Đảo, Robinson Crusoe: The Wild Life","robinson lạc trên hoang đảo , robinson crusoe : the wild life trên hoang đảo nhỏ bé , một chú vẹt vui vẻ mang tên thứ ba chung sống hòa bình với những người bạn của mình . dù cuộc sống tựa như thiên đường , thứ ba vẫn không ngừng mơ về việc khám phá thế giới bao la ngoài kia . sau một trận bão , thứ ba tìm thấy một sinh vật lạ bị dạt vào bãi biển , đó là robinson crusoe . cậu lập tức nhận ra crusoe là tấm vé giúp mình có thể rời bỏ hòn đảo để khám phá những vùng đất mới . ngược lại , crusoe nhanh chóng biết rằng thứ ba là chìa khóa để anh có thể sinh tồn trên hoang đảo . cho đến một ngày , cuộc sống của họ bị đảo lộn khi hai gã mèo hoang độc ác xuất hiện muốn thôn tính cả hòn đảo . sát cánh bên nhau , crusoe cùng thứ ba và những người bạn chống trả quyết liệt để giành lại hòn đảo yêu thương , đồng thời nhận ra sức mạnh của tình bạn đã giúp họ vượt qua mọi khó khăn như thế nào .",mỹ,"['hoạt hình', 'hài hước', 'gia đình', 'phiêu lưu']",vincent kesteloot,['other']
643,"Hallelujah: Leonard Cohen, Một Hành Trình, Một Bài Ca, Hallelujah: Leonard Cohen, A Journey, A Song","hallelujah : leonard cohen , một hành trình , một bài ca , hallelujah : leonard cohen , a journey , a song leonard cohen là một ca sĩ , nhạc sĩ lừng danh và đa tài bậc nhất trong làng nhạc thế giới . ông khiến người đời rùng mình với chất nhạc ma mị và làm người khác phải run sợ . bộ phim tài liệu đặc sắc này sẽ giúp người xem khám phá cuộc đời ông qua lăng kính của tác phẩm nổi tiếng nhất của ông , hallelujah .",mỹ,"['tài liệu', 'âm nhạc']",unknow,['nan']
644,Julia,"julia là tượng đài trong lĩnh vực ẩm thực , julia child được xem là người tiên phong trong việc giới thiệu phong cách nấu ăn pháp đến với nước mỹ . không chỉ là đầu bếp , bà còn là một nhân vật truyền hình nổi tiếng với hàng loạt các chương trình ẩm thực ăn khách . phim sẽ giúp người xem tìm hiểu rõ hơn không chỉ về đời tư , sự nghiệp truyền hình mà còn cả tầm ảnh hưởng của bà đối với ẩm thực mỹ . phim julia , nhan vat julia child , xem phim julia thuyet minh , xem phim julia vietsub , phim julia tuong dai cua am thuc , julia child - tuong dai am thuc , phim tai lieu julia , xem phim tam li julia .",mỹ,"['tài liệu', 'tâm lý']","julie cohen , betsy west",['other']
645,"Nhạc Hội Jazz: Câu Chuyện New Orleans, Jazz Fest: A New Orleans Story","nhạc hội jazz : câu chuyện new orleans , jazz fest : a new orleans story bộ phim tài liệu về nhạc hội jazz , sự kiện văn hóa và âm nhạc hàng năm đặc trưng của new orleans và được xem là nhạc hội lớn nhất nước mỹ . bên cạnh đó , phim còn đi sâu khai thác về nền văn hóa phong phú của thành phố new orleans với lối sống khoáng đãng , nhẹ nhàng của các nghệ sĩ nhạc jazz cũng như người dân địa phương . jazz fest : a new orleans story - nhạc hội jazz : câu chuyện new orleans , phim tai lieu nhac hoi jazz cau chuyen new orleans , nhac hoi jazz cau chuyen new orleans thuyet minh , xem phim nhac hoi jazz cau chuyen new orleans , nhac hoi jazz cau chuyen new orleans",mỹ,"['tài liệu', 'âm nhạc']","frank marshall , ryan suffern",['other']
646,"Morbius: Ma Cà Rồng Sống Từ Truyện Tranh Đến Màn Ảnh, Morbius Featurette: Living Vampire From Comics To Screen","morbius : ma cà rồng sống từ truyện tranh đến màn ảnh , morbius featurette : living vampire from comics to screen morbius , phim siêu anh hùng độc đáo về ma cà rồng đầu tiên của marvel , sau bao lần trì hoãn vì đại dịch covid đã chính thức được ra mắt khán giả trên toàn thế giới . tập phim này sẽ giúp người hâm mộ biết thêm về quá trình những nhà làm phim thực hiện để đưa nhân vật này từ truyện tranh lên màn ảnh rộng với những cảnh quay mãn nhãn , hoành tráng .",mỹ,['tài liệu'],unknow,['jared leto']
647,"Ký Sự Phân Biệt Chủng Tộc Ở Mỹ, Who We Are: A Chronicle Of Racism In America","ký sự phân biệt chủng tộc ở mỹ , who we are : a chronicle of racism in america phim là bài nói chuyện mà luật sư jeffery robinson đã trình bày tại tòa thị chính ở new york vào ngày 16 tháng 6 năm 2018 . ông đã vẽ ra một dòng thời gian rõ ràng về chống phân biệt chủng tộc da đen ở hoa kỳ , từ chế độ nô lệ đến một nước mỹ hậu phân biệt chủng tộc .",mỹ,['tài liệu'],"emily kunstler , sarah kunstler",['other']
648,"Bạn Sẽ Gọi Ai?, Who You Gonna Call?","bạn sẽ gọi ai ? , who you gonna call ? ray parker là một nghệ sĩ guitar , nhạc sĩ và ngôi sao của những năm 70 và 80 . tập phim này sẽ mang đến cho khán giả những câu chuyện thú vị chưa từng được tiết lộ về ray parker cũng như quá trình tạo ra tác phẩm siêu nổi tiếng ghostbusters của ông .",mỹ,['tài liệu'],fran strine,['other']
649,"Y Sư Tâm Thần Yoo Se Poong (Phần 2), Poong, The Joseon Psychiatrist (Season 2)","y sư tâm thần yoo se poong ( phần 2 ) , poong , the joseon psychiatrist ( season 2 ) sau thành công của phần 1 , bộ phim quay trở lại trong sự háo hức mong đợi của khán giả khắp châu á . hãy cùng tiếp tục theo dõi cuộc hành trình trở thành một đại phu chuyên chữa các bệnh về tâm lý của chàng se poong .",hàn quốc,"['tâm lý', 'cổ trang', 'hài hước']",park won gook,['kim hyang gi' 'kim min jae' 'kim sang kyung']
650,"Tham Vọng, Agency","tham vọng , agency từ một sinh viên tốt nghiệp một trường đại học ở nông thôn , bằng nỗ lực không ngừng nghỉ của mình , go ah in đã trở thành nữ giám đốc điều hành đầu tiên của vc group . đối trọng với ah in là choi chang soo , một người có xuất phát điểm hoàn toàn trái ngược với cô . anh hy vọng sẽ đạt được vị trí ceo nhưng go ah in đã trở thành rào cản đầu tiên của anh . dù đã có được vị trí mà mình mong muốn nhưng cả hai vẫn luôn ngấm ngầm đối đầu nhau .",hàn quốc,['tâm lý'],lee chang min,['other' 'son na eun']
